Word,N,Mean,SD
gawk,23,1.347826087,0.714059817
gay,25,2.16,1.993322185
gaze,24,1.875,1.115600832
gazebo,24,5.25,1.847442415
gazelle,24,3.75,1.847442415
gazette,24,3.125,2.173206407
gear,23,4.695652174,2.20402076
gearbox,24,5.041666667,1.428869017
gecko,27,4.037037037,1.604835996
geezer,24,3.541666667,2.063748524
gelatinous,24,2.125,1.423788577
gem,29,5.517241379,1.639265725
gender,25,2.56,2.001665973
gene,25,2.56,2.274496281
genealogist,24,4.041666667,1.852827843
generator,23,4.47826087,1.903813523
geneticist,26,4.115384615,1.773740073
genie,25,2.12,1.6663333
genital,23,5.826086957,1.466355219
genitalia,25,5.64,1.84571576
genitals,23,6.130434783,1.099766414
genius,24,3.541666667,2.245365598
gent,23,3.739130435,2.26067953
gentile,23,3.130434783,2.138486037
gentle,29,2.137931034,2.048067694
gentleman,26,4.961538462,1.865063414
gentlewoman,24,4.166666667,2.119611668
geographer,23,3,2.067057637
geography,21,1.904761905,1.729299335
geologist,24,4,1.841549442
geranium,23,4.695652174,2.032347112
germ,24,4.333333333,1.948615265
gesture,24,2.75,1.823756277
get,27,2.333333333,2.112235418
geyser,25,3,1.936491673
ghetto,26,2.653846154,1.623386773
ghost,25,1.76,1.479864859
ghoul,24,2.25,1.799758438
giant,23,2.565217391,1.996043517
giblets,21,4.714285714,2.052872552
gift,21,5.380952381,1.687488977
gig,23,2.956521739,2.184204887
gigantic,21,1.952380952,1.564486832
giggle,23,3.043478261,2.325320327
giggling,26,1.846153846,1.347362095
gilding,24,2.208333333,1.284664283
gill,27,3.037037037,1.828860122
gin,27,5.074074074,2.0177277
ginger,25,5.32,1.886796226
gingerbread,25,5.48,1.475353065
gingersnap,27,4.703703704,2.034600978
giraffe,27,4,1.941450687
girdle,23,5.52173913,1.23838477
girl,25,5.52,1.686218649
girlfriend,26,5.730769231,1.563526586
girth,25,1.88,1.235583533
give,25,1.92,1.288409873
gizzard,24,3.458333333,1.284664283
glacier,25,3.44,1.938212235
glade,22,3.227272727,2.022064437
gladiator,25,4,2
glamorous,23,1.652173913,1.495711921
glance,25,2.24,1.6653328
gland,27,3.074074074,2.036700309
glare,26,2.038461538,1.535728341
glaring,24,2.166666667,1.711004451
glass,25,6.12,1.589549202
glassblower,23,4.52173913,2.107768428
glasses,24,6.541666667,0.721060009
glassful,25,3.04,2.111081871
glasshouse,26,3.423076923,2.042999303
glassware,28,5.964285714,1.137969044
glassy,25,2.2,2
glaucoma,24,2.416666667,1.529895327
glaze,25,2.72,1.646207763
glazing,23,3.043478261,1.845837107
gleam,24,1.416666667,1.059805834
gleaming,23,1.52173913,1.162660164
glen,22,3,1.799470822
glide,23,1.695652174,0.926124997
glider,26,4.5,1.772004515
gliding,27,2.148148148,1.586086226
glimmer,24,1.75,0.896854406
glimpse,28,3.25,2.066039331
glisten,23,1.434782609,0.787752093
glistening,23,1.52173913,0.947223945
glitter,23,4.434782609,2.018687399
globe,25,5.28,1.696073898
globetrotter,28,3.571428571,1.772810521
globular,21,1.476190476,1.167006753
gloom,24,1.958333333,1.627993341
glory,22,1.863636364,1.612317307
gloss,27,3,1.901416476
glossy,27,2.148148148,1.833527573
glove,24,6.458333333,0.9770927
glow,25,1.76,1.267543556
glowing,24,2.166666667,1.761093205
glucose,28,3.428571429,2.23488456
glue,23,5.043478261,1.89444789
gluten,23,3.347826087,2.16603315
glutton,25,2.8,2.081665999
glycerin,25,3.52,2.002498439
glycerine,23,4.434782609,1.532261755
glycerol,23,3.913043478,1.729767285
gnarled,22,1.681818182,1.170525468
gnat,24,3.583333333,1.954185401
gnaw,24,3.25,2.453923212
gnawing,22,2.681818182,2.146677691
gnome,25,3.24,1.738773514
go,24,1.541666667,0.883627241
goal,25,3,2
goalie,23,3.913043478,1.904851306
goalkeeper,24,4.458333333,1.910592138
goalpost,25,4.84,1.907878403
goat,25,4.8,1.779513042
goatee,24,4.375,2.373998645
goatskin,25,4.44,1.850225212
gobble,24,2.291666667,1.966660526
gobbler,23,2.652173913,1.92137961
goblet,23,5.826086957,1.825381004
goblin,24,3.291666667,2.595634574
god,24,2.458333333,2.283764373
godchild,27,3.925925926,1.979236953
goddaughter,25,5.04,1.946792233
goddess,25,2.04,1.790716802
godfather,23,5.043478261,1.845837107
godmother,21,5.19047619,1.470341716
godparent,23,5.260869565,1.912100019
goggle,24,4.458333333,2.245365598
goggles,24,6.125,1.392916864
going,25,2.16,1.724335621
gold,24,4.75,1.870828693
goldfish,23,4.739130435,1.737746485
goldmine,25,3.52,1.851125784
goldsmith,24,4.375,1.526932133
golf,25,4.76,1.942506971
golfer,24,4.583333333,2.041241452
golfing,27,4.111111111,2.407253995
gondola,24,4.916666667,2.083405796
gong,24,4.166666667,1.970801352
goo,23,4.130434783,2.11712386
good,21,2.142857143,1.681835732
goods,23,4.130434783,2.051703235
gooey,27,2.555555556,1.928198309
goof,26,3.269230769,2.307512814
goose,23,5.260869565,1.737746485
gooseberry,24,5.041666667,2.053187695
gopher,23,3.956521739,1.821045176
gore,25,2.32,1.70098011
gorge,20,3.15,2.134306247
gorgeous,25,1.48,1.045625809
gorilla,24,4.041666667,1.756458063
gosling,18,3.111111111,2.16628956
gospel,25,1.68,1.46401275
gossip,25,2.08,1.913112647
gouge,27,2.296296296,1.488799589
goulash,26,4.846153846,1.826303539
gourd,24,5.208333333,2.166527309
gourmet,25,2.24,1.42243922
governess,24,4.083333333,1.839580923
governor,24,3.708333333,1.988645304
gown,25,6.36,1.254325848
grab,24,2.75,2.307831657
grace,24,2.208333333,1.718927033
grade,23,2.173913043,1.825381004
graduation,25,2.44,1.872609587
graft,25,3.16,1.818424226
grail,24,3.458333333,1.887698545
grain,23,5.217391304,1.277658431
grammar,25,1.4,0.866025404
gramophone,24,5.25,1.725763851
grandchild,25,5.24,2.067204231
granddaughter,25,5,2.041241452
grandfather,24,5.833333333,1.551063216
grandma,26,5.769230769,1.58259767
grandnephew,25,5.08,2.059935274
grandniece,24,4.708333333,1.805286119
grandpa,25,5.76,1.71464282
grandparent,25,5.56,1.556705924
grandson,28,5.785714286,1.52405752
grandstand,22,2.772727273,2.068627753
granite,21,4.666666667,2.105548226
granny,24,5.083333333,1.931808494
grant,24,2,1.668115312
granular,23,2.173913043,1.370208143
grape,28,6.214285714,1.44932022
grapefruit,25,5.96,1.428285686
grapevine,23,4.869565217,2.006905076
graph,25,3.16,1.841195264
graphic,23,2.652173913,1.695145359
graphics,23,3.086956522,1.504932601
graphite,22,4.590909091,2.062340116
grasp,23,2.956521739,2.077547962
grass,22,5.454545455,1.870250116
Grasshopper,739,4.753721245,1.882445
grassland,25,3.8,1.914854216
grassy,24,3.166666667,2.200131748
grate,26,4,2
grater,25,4.92,1.754042949
gratitude,27,1.37037037,0.88353086
grave,26,4.730769231,2.011122916
gravel,26,5.461538462,1.702486869
graves,23,4.130434783,1.890270491
gravestone,24,4.875,1.825245665
graveyard,23,4.608695652,2.039142655
gravy,24,5.333333333,1.685401943
gray,26,1.538461538,1.420725708
graze,25,2.72,1.83757086
grease,27,4.666666667,1.732050808
greasiness,23,2.652173913,1.695145359
greasy,24,2.666666667,1.785610763
greed,25,1.6,1.190238071
green,24,2.166666667,1.926173649
greenback,21,4.904761905,2.142539659
greenery,24,4.375,1.860633366
greenhouse,23,5.260869565,1.388831795
greenroom,26,3.615384615,2.316496028
greens,22,4.5,2.110066575
greet,24,2.541666667,1.933214639
grenade,25,5.2,1.779513042
grenadine,24,4.25,2.231201665
grew,25,2.48,2.084066538
grey,27,2.222222222,1.967687697
greyhound,22,4.636363636,2.150203856
grid,26,2.961538462,2.049014773
griddle,23,5.739130435,1.839401862
gridiron,17,3.823529412,2.068673915
grief,24,1.416666667,1.059805834
griffin,21,1.714285714,1.23056317
grill,25,5.72,1.307669683
grillwork,22,3.954545455,2.103902784
grimacing,21,2.857142857,2.080521913
grime,24,4.125,2.112334377
grimy,24,2.208333333,1.887698545
grin,25,2.72,1.882374387
grind,25,2.64,2.038790491
grinding,24,2.416666667,1.839580923
grindstone,25,3.52,1.98158186
grip,24,2.75,2.048329118
grisly,23,1.652173913,1.191206251
gristle,24,3.541666667,1.84105751
grit,24,3.083333333,2.22469669
grits,24,5.291666667,1.966660526
gritty,23,1.782608696,1.444630237
grizzly,25,2.52,1.710750323
groan,28,3.392857143,2.408923007
groaning,25,2.48,1.98158186
groceries,27,5.962962963,1.427248064
grocery,29,5.068965517,1.602030731
groggy,24,1.666666667,1.274044115
groin,25,5.72,1.568438714
groom,26,5,2.019900988
groove,24,2.75,1.700383588
grope,23,2.565217391,1.902775173
gross,23,1.52173913,0.947223945
grotesque,21,1.19047619,0.679635757
grotto,25,3.56,1.583245612
grouch,29,2.724137931,1.980197532
ground,24,5.875,1.512628004
groundhog,22,3.727272727,2.207817672
groundsheet,15,4.066666667,1.751190072
groundsman,24,4.333333333,2.014440621
groupie,24,4.083333333,2.062431378
grove,26,3.769230769,1.680659211
grovel,27,2.407407407,2.024071663
grow,23,2.391304348,2.061313139
grower,22,2.772727273,2.068627753
growl,24,1.791666667,1.350657382
growler,22,2,1.573591585
growling,25,2.32,1.77294482
grub,24,4.208333333,2.063748524
grubby,25,2.04,1.743559577
grumbling,27,1.555555556,1.395964881
grunt,28,3.357142857,2.264284462
guard,24,5,1.817786518
guardhouse,25,4.28,1.369914839
guardrail,25,4.36,2.099206199
guardroom,22,3.590909091,1.652100853
guardsman,27,4.481481481,2.045076082
guerrilla,23,3,2.044949433
guest,28,4.857142857,1.64911392
guesthouse,23,4.913043478,1.998022738
guestroom,26,4.538461538,1.794007118
guide,24,3.333333333,1.970801352
guidebook,24,5.791666667,1.284664283
guild,22,1.954545455,1.495302891
guillotine,23,4.52173913,2.086091718
guilt,26,1.576923077,1.331858158
guinea,23,3.391304348,2.083247693
guise,21,1.523809524,0.872871561
Guitar,740,6.293243243,1.101952
guitarist,24,4.75,1.961587644
gulf,25,2.84,2.095232684
gull,22,3.5,2.064438123
gully,25,3.08,1.754042949
gulp,27,2.777777778,2.044379412
gulping,25,2.28,1.671326818
gum,25,6.36,0.907377173
gumbo,21,4.619047619,2.060975266
gumdrop,24,5.875,1.541103501
gummed,22,1.954545455,1.495302891
gummy,25,3.4,2.327373341
gun,25,6.12,1.332916602
gunboat,24,4.25,1.893926219
gunfighter,25,4.52,1.782320585
gunmetal,21,3.285714286,2.148088852
gunnysack,18,4.666666667,1.878672873
gunpowder,25,4.96,1.903505538
gunshot,22,3.5,2.041241452
gunslinger,28,4.107142857,1.931019414
gunsmith,25,4.08,1.891207727
guppy,22,3.727272727,1.93173542
gurgle,25,3,2.309401077
gurgling,23,2.608695652,1.876629727
guru,25,3.24,2.02649122
gush,25,1.76,1.3
gusher,21,2.428571429,1.832250763
gut,24,3.375,1.906795628
guts,25,3.04,2.030599255
gutter,24,3.75,1.674618711
guy,25,5.84,1.795364401
gym,24,4.958333333,2.235662856
gymnasium,28,4.464285714,1.621205378
gymnast,25,5,1.683250823
gymnastic,23,3,2.236067977
gymnastics,27,3.111111111,1.967687697
gynecologist,24,4.833333333,1.711004451
gypsy,23,3.956521739,2.055552588
gyrate,24,3.125,2.212857684
gyration,23,3.956521739,2.305689817
gyroscope,27,4.814814815,1.798226413
habit,22,1.727272727,1.638286509
hacienda,20,3.4,1.875043859
hack,26,2.653846154,2.018758186
haemorrhage,18,2.777777778,2.073801725
hag,23,3.391304348,2.168768617
haggard,21,1.904761905,1.179184545
haggle,22,1.636363636,1.216765993
hail,24,3.791666667,2.021174146
hailstone,23,5,2.088931871
hailstorm,23,3.47826087,2.293658555
hair,22,6.318181818,0.994574024
hairbrush,25,6.48,0.962635272
haircut,23,3.826086957,1.825381004
hairdo,25,5.08,1.730125236
hairdresser,26,5.384615385,1.471785938
hairless,25,2.8,2.081665999
hairline,25,4.92,1.998332638
hairnet,24,5.458333333,1.99954705
hairpiece,23,5.956521739,1.330695678
hairpin,24,6.125,1.295896534
hairstyle,25,4.68,1.81934054
hairstylist,24,5.041666667,1.852827843
hairy,26,3.038461538,2.125667316
half,24,1.625,1.013495887
halfback,20,2.95,1.932410548
halitosis,20,2.05,1.468081455
hall,26,4.346153846,1.874935896
hallway,24,4.708333333,1.921936674
halo,24,1.916666667,1.282547284
halve,23,1.826086957,1.230379613
halved,26,1.653846154,1.440619525
halves,26,1.961538462,1.84349167
ham,24,5.541666667,1.768791449
hamburger,27,6.148148148,1.511588663
hamlet,22,2.818181818,2.174229226
hammer,23,6.173913043,1.402989468
hammering,25,2.84,2.154065923
hammock,24,6.166666667,1.129319405
hamper,25,4.4,2.309401077
hamster,24,5.583333333,1.31601066
hamstring,25,5.08,1.823915203
hand,25,6.44,1.293573861
handbag,25,6,1.632993162
handball,24,5.75,1.510830466
handbook,23,5.782608696,1.506245234
handbrake,24,5.083333333,1.639635873
handcart,25,5.6,1.471960144
handclap,23,4.434782609,2.464771554
handclasp,22,4.681818182,2.23364668
handgun,21,5.761904762,1.179184545
handhold,22,5.045454545,1.731425857
handicraft,27,4.185185185,2.434322478
handkerchief,25,5.72,1.429452109
handle,24,4.958333333,2.274225461
handlebar,26,5.384615385,1.790573608
handmade,27,2.62962963,1.842827012
handmaid,25,4.16,1.951068084
handmaiden,26,4.038461538,1.928331283
handrail,22,5.227272727,1.875450884
handsaw,26,6.076923077,1.163548948
handshake,22,5.636363636,1.915984256
handsome,23,1.739130435,1.51409713
handstand,23,3.782608696,2.255428235
handwork,28,4.928571429,1.961265114
handwriting,24,3.916666667,2.22469669
hang,24,1.666666667,1.16718415
hangar,27,4.148148148,1.875011871
hanger,24,5.291666667,1.781039429
hangnail,27,5.814814815,1.387777333
hangout,24,2.25,1.510830466
hangover,23,2,1.834021909
hanky,27,4.481481481,2.326608135
happy,23,2.043478261,1.870300435
harass,23,2.434782609,1.779327936
harbor,26,3.5,1.794435844
hard,28,2.75,1.95552399
hardboiled,27,2.37037037,1.842827012
hardcover,23,4.652173913,2.228099387
hardware,25,5.52,1.446835628
hardwood,26,5.076923077,1.998460946
hare,26,3.769230769,1.839732422
harem,22,3.363636364,1.813847648
harlot,23,3.869565217,2.051703235
harm,23,2.043478261,1.551487874
harmonica,24,6.416666667,1.100065874
harmony,25,1.72,1.137248141
harness,25,4.4,2.041241452
harp,25,5.8,1.658312395
harpist,23,4.304347826,2.032347112
harpoon,24,4,2.02162225
harpsichord,21,4.904761905,1.946914531
harsh,27,1.592592593,1.278799294
harvest,28,4.464285714,1.452511053
harvester,25,3.68,2.014944168
hash,23,3.47826087,2.23341494
hashish,22,4.909090909,1.508991808
hasten,23,1.826086957,1.497032638
hat,25,6.44,1.121011448
hatband,25,5.16,1.841195264
hatch,27,3.925925926,2.200103598
hatchback,22,4.818181818,1.991323169
hatchery,24,4.166666667,1.833662685
hatchet,24,5.791666667,1.531670491
hatchway,21,4,2.236067977
hate,23,1.608695652,1.373089762
hatless,27,1.777777778,1.625123269
haul,25,2.4,1.892969449
hauler,22,4,1.951800146
have,24,1.541666667,1.062366786
haven,24,2.208333333,1.587427963
hawk,25,3.36,1.912241268
haymaker,25,3.92,1.934769581
haystack,23,4.956521739,1.58051375
hazard,24,1.916666667,1.100065874
haze,26,1.961538462,1.482720991
hazel,22,2.090909091,1.630340044
hazy,23,1.47826087,0.994053466
he,25,2.96,2.335950913
head,25,5.48,1.584297952
headache,24,2.583333333,1.931808494
headboard,25,5.52,1.686218649
headcheese,24,4.208333333,2.225917821
headdress,24,5.541666667,1.955575456
header,23,2.043478261,1.26052878
headgear,24,5.625,1.610090465
headhunter,26,3.230769231,1.986105582
headless,23,1.782608696,0.951387587
headlight,26,4.538461538,1.94382652
headline,23,1.913043478,1.345465228
headmaster,25,3.32,2.014944168
headmistress,27,4.555555556,1.98713813
headphones,24,6.083333333,0.974307632
headpiece,23,5.347826087,1.584260529
headquarter,23,2.869565217,1.713697433
headrest,26,5.346153846,1.978733083
headroom,22,1.636363636,1.176979773
heads,25,4.28,1.947648154
headset,23,6,1.314257481
headsman,23,3.782608696,2.275492389
headstand,23,3.434782609,2.464771554
headstone,28,4.107142857,2.078804602
heal,25,2.28,1.541644144
health,24,2.25,1.674618711
heap,27,2.37037037,1.757361399
hear,26,1.769230769,1.478044446
hearse,28,4.928571429,1.76233371
heart,24,3.666666667,1.785610763
heartbeat,27,3.111111111,2.006400016
hearth,22,4.227272727,1.823962671
heat,22,3,1.97604704
heathen,24,3.25,1.823756277
heave,22,2.818181818,2.061815281
heaven,22,2,1.745743122
heavy,25,2.24,1.71464282
hedge,21,4.142857143,2.056349053
hedgehog,23,5.043478261,1.718304155
heel,24,4.666666667,2.140025735
heifer,23,3.739130435,2.049775848
height,25,1.56,1.15758369
heir,25,3.16,1.818424226
heiress,25,3.92,2.196967607
heirloom,23,4.217391304,2.430049041
helicopter,28,5.178571429,1.611384761
heliport,23,3.173913043,1.874522337
hell,25,2,1.443375673
hello,25,2.28,2.031419865
helm,21,3.666666667,2.152517905
helmet,27,6.111111111,1.154700538
helmeted,23,2.52173913,1.728624393
helmsman,23,3.565217391,1.804693048
help,24,2.541666667,1.99954705
hem,24,4.166666667,2.25863881
hemisphere,27,1.333333333,0.733799386
hemlock,23,3.043478261,1.637022265
hemoglobin,25,3.04,1.946792233
hemorrhage,29,2.586206897,1.91828125
hemp,22,4.181818182,2.129975713
hen,23,4.652173913,2.228099387
henna,19,3.578947368,1.923994383
hepatitis,26,2.384615385,1.576754212
her,29,4.034482759,1.99074212
herald,22,2.227272727,1.445248971
herb,23,5.826086957,1.556574734
herbal,25,2.68,2.212088003
herbivore,22,4.363636364,1.865615041
herd,23,3,1.834021909
herding,22,2.181818182,1.500360707
herdsman,27,3.740740741,1.872731296
here,25,1.8,1.607275127
heredity,24,2.166666667,1.903467469
heresy,22,2.227272727,1.743882319
hermaphrodite,22,4.136363636,2.252944202
hermit,23,3.347826087,2.013786475
hernia,26,3.423076923,2.335347116
hero,24,3,1.719453907
heroin,26,4.423076923,2.023325519
heroine,23,3.52173913,2.042048108
heroism,29,2.172413793,2.122481121
heron,21,3.571428571,2.501428163
herpes,24,3.458333333,1.887698545
herring,22,4.409090909,2.108013981
herringbone,23,3.47826087,1.927541185
hers,23,2.043478261,1.770420106
hertz,23,1.826086957,1.800307396
hexagon,25,2.84,1.795364401
hexagonal,26,1.807692308,1.697509488
hi,27,1.222222222,0.640512615
hibachi,21,4.666666667,1.932183566
hibiscus,21,4.952380952,1.532194194
hiccup,23,2.739130435,2.115256084
hick,22,2.681818182,1.756250433
hickory,28,4.357142857,1.66030532
hide,25,2.44,1.757839583
hideaway,23,3.52173913,2.019666156
hieroglyph,27,3.296296296,2.108860699
hieroglyphic,24,2.75,1.621861518
hieroglyphics,24,3.416666667,1.815792237
high,27,1.296296296,0.724027986
highball,22,4.181818182,2.342899377
